ID_0,NAME_0,FATALITIES,FATALITIES_GROUND_SHAKING,INJURIES,DISPLACED_POPULATION,AFFECTED_POPULATION,AFFECTED_UNITS,DAMAGED_UNITS,COLLAPSED_UNITS,UNIT_TYPES,ECONOMIC_LOSSES,RECONSTRUCTION_COST,INSURED_LOSSES,CURRENCY,INDUCED_EFFECTS,FLAG,REFERENCE,COMMENTS
ITA,Italy,,,20,28000,,,,,,,,,,,,News: Rai,https://www.rainews.it/archivio-rainews/articoli/Il-terremoto-delle-740-decine-di-feriti-migliaia-di-sfollati-1cff96b0-45e1-46b3-a0e9-14efbe6b8596.html
ITA,Italy,1,,,,,,,,,200000000,,,USD,,,NOAA,"One person died of a heart attack. 200,000,000 USD in damages, combined with earthquake event on 30 Oct 2016."
