STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE
NROC,QUARTIER SAINT ROCH   06088  NICE   ALPES MARITIMES   PROVENCE ALPES C TE D AZUR   FRANCE,43.71499,7.29053,seismic,INGV,C (inferred from geology),0.001127142,0,0.002058807,0,0.003748499,0,0.002746753,0,,C (inferred from geology),,,,,,
SDV,S. DORLIGO DELLA VALLE,45.62817,13.896786,seismic,INGV,A (inferred from geology),0.001111793,0,0.002544354,0,0.001867693,0,0.001538939,0,,A (inferred from geology),,,,,,
SSM1,SAN SEVERINO MARCHE,43.228783,13.176956,seismic,INGV,C (inferred from geology),0.001078563,0,0.002747609,0,0.002394394,0,0.003372414,0,,C (inferred from geology),,,,,,
ATLO,AVT   MONTELOVESCO,43.31516,12.40726,seismic,INGV,B,0.001035034,0,0.001724985,0,0.002286843,0,0.002904098,0,761,B,,,,,,
UMB,UMBERTIDE,43.254437,12.2556,seismic,INGV,B (inferred from geology),0.001010456,0,0.002719297,0,0.001899568,0,0.001818906,0,,B (inferred from geology),,,,,,
CAGN,CAGNES SUR MER  06027  ALPES MARITIMES  PROVENCE ALPES C TE D AZUR  FRANCE,43.6671,7.14558,seismic,INGV,A (inferred from geology),0.001001513,0,0.002678511,0,0.002471506,0,0.00350821,0,,A (inferred from geology),,,,,,
CAFI,CASTIGLION FIORENTINO,43.3292,11.9663,seismic,INGV,B (inferred from geology),0.000984575,0,0.001697876,0,0.002708468,0,0.001973527,0,,B (inferred from geology),,,,,,
FIU1,FIUMINATA,43.188561,12.931604,seismic,INGV,A (inferred from geology),0.000977085,0,0.003050099,0,0.00220125,0,0.002506236,0,,A (inferred from geology),,,,,,
FDS,FORNI DI SOPRA,46.451317,12.562712,seismic,INGV,D (inferred from geology),0.000927703,0,0.003386746,0,0.001794966,0,0.001164601,0,,D (inferred from geology),,,,,,
OGAP,PR FECTURE DE HAUTE SAVOIE   74010  ANNECY   HAUTE SAVOIE   AUVERGNE RH NE ALPES   FRANCE,45.903552,6.132819,seismic,INGV,C,0.000911927,0,0.00139132,0,0.001645707,0,0.003001032,0,240,C,,,,,,
OGFO,MONTBONNOT FORAGE  38  FRANCE,45.208742,5.821009,seismic,INGV,,0.000838365,0,0.000878433,0,0.001152902,0,0.003044516,0,,,,,,,,
CLA,CLAUT,46.272179,12.51455,seismic,INGV,A (inferred from geology),0.000761453,0,0.001835469,0,0.001569107,0,0.000803223,0,,A (inferred from geology),,,,,,
RST,RESIA  STOIVIZZA,46.3628,13.3536,seismic,INGV,B (inferred from geology),0.000749137,0,0.002113088,0,0.00188541,0,0.000828917,0,,B (inferred from geology),,,,,,
OGCU,CAMPUS UNIVERSITAIRE   38179  GI RES   IS RE   AUVERGNE RH NE ALPES   FRANCE,45.200197,5.775136,seismic,INGV,C (inferred from geology),0.00070228,0,0.000951837,0,0.001926034,0,0.002339299,0,,C (inferred from geology),,,,,,
NPOR,PORT   06088  NICE   ALPES MARITIMES   PROVENCE ALPES C TE D AZUR   FRANCE,43.699003,7.285238,seismic,INGV,C (inferred from geology),0.000679885,0,0.001328005,0,0.004336348,0,0.00102835,0,,C (inferred from geology),,,,,,
RQT,ARQUATA DEL TRONTO,42.813091,13.311026,seismic,INGV,A,0.000651196,0,0.0012977,0,0.000882468,0,0.000457081,0,805,A,,,,,,
CSC,CASCIA,42.719097,13.01228,seismic,INGV,B,0.000618084,0,0.00115068,0,0.002599915,0,0.001375938,0,698,B,,,,,,
OGPS,POLYGONE SCIENTIFIQUE   38185  GRENOBLE   IS RE   AUVERGNE RH NE ALPES   FRANCE,45.204375,5.699391,seismic,INGV,C (inferred from geology),0.000612404,0,0.000902255,0,0.001391755,0,0.002014642,0,,C (inferred from geology),,,,,,
BELV,BELV D RE   06013   ALPES MARITIMES   PROVENCE ALPES C TE D AZUR   FRANCE,44.015588,7.31933,seismic,INGV,C (inferred from geology),0.000561237,0,0.001782591,0,0.001382135,0,0.001232529,0,,C (inferred from geology),,,,,,
NCAD,CENTRE ADMINISTRATIF NICE  06  FRANCE,43.6715,7.19988,seismic,INGV,C (inferred from geology),0.00055359,0,0.00140318,0,0.0012712,0,0.000864652,0,,C (inferred from geology),,,,,,
PNR,PINEROLO,44.875845,7.344133,seismic,INGV,B,0.000545387,0,0.001009214,0,0.00147282,0,0.001343966,0,383,B,,,,,,
NRCA,NORCIA,42.83355,13.11427,seismic,INGV,B,0.000543669,0,0.001774735,0,0.001573964,0,0.001296286,0,591,B,,,,,,
T0104,MADONNA DELLE GRAZIE  COPPITO    AQ,42.3599,13.3382,seismic,INGV,B (inferred from geology),0.000541161,0,0.00111248,0,0.001513696,0,0.00230754,0,,B (inferred from geology),,,,,,
AQU,L AQUILA  ITALY,42.354,13.405,seismic,INGV,B (inferred from geology),0.000529963,0,0.000656189,0,0.000949876,0,0.001593159,0,,B (inferred from geology),,,,,,
TERO,TERAMO,42.62279,13.60393,seismic,INGV,A,0.000515289,0,0.00090204,0,0.001461043,0,0.001579246,0,912,A,,,,,,
SDM,S. DEMETRIO NEI VESTINI,42.289706,13.557652,seismic,INGV,B,0.000500208,0,0.000638162,0,0.001200892,0,0.002293612,0,752,B,,,,,,
SAOF,SAORGE,43.986,7.5532,seismic,INGV,A (inferred from geology),0.000443604,0,0.001002399,0,0.001232958,0,0.001457479,0,,A (inferred from geology),,,,,,
SACS,SAN CASCIANO DEI BAGNI,42.84906,11.90967,seismic,INGV,B,0.000435245,0,0.000618791,0,0.000780075,0,0.001400185,0,692,B,,,,,,
OGMU,MUS E DAUPHINOIS   38185  GRENOBLE   IS RE   AUVERGNE RH NE ALPES   FRANCE,45.195389,5.7265,seismic,INGV,A,0.000407637,0,0.001007382,0,0.001392504,0,0.001110389,0,913,A,,,,,,
MON,MONACO,43.730343,7.424688,seismic,INGV,,0.000406045,0,0.000855836,0,0.00119154,0,0.001179702,0,,,,,,,,
SURF,SAINT OURS,44.480935,6.811695,seismic,INGV,B,0.000330651,0,0.000979241,0,0.000754095,0,0.00074114,0,518,B,,,,,,
OGEP,EPAGNY   74112  EPAGNY METZ TESSY   HAUTE SAVOIE   AUVERGNE RH NE ALPES   FRANCE,45.93783,6.090743,seismic,INGV,C (inferred from geology),0.00031114,0,0.000830096,0,0.001396964,0,0.000576004,0,,C (inferred from geology),,,,,,
RNI2,RIONERO SANNITICO,41.70328,14.1524,seismic,INGV,A (inferred from geology),0.000302417,0,0.000324784,0,0.000431405,0,0.000597971,0,,A (inferred from geology),,,,,,
FIAM,FIAMIGNANO,42.26802,13.11718,seismic,INGV,B,0.000264272,0,0.000522368,0,0.000818576,0,0.000988735,0,790,B,,,,,,
ANTF,ANTIBES,43.5644,7.1234,seismic,INGV,A (inferred from geology),0.00020387,0,0.000904013,0,0.000528385,0,0.000219895,0,,A (inferred from geology),,,,,,
CALF,PLATEAU DE CALERN,43.7528,6.9218,seismic,INGV,A,0.00019227,0,0.000489029,0,0.000505952,0,0.000552813,0,1746,A,,,,,,
MIDA,MIRANDA,41.64188,14.25402,seismic,INGV,A (inferred from geology),0.000169396,0,0.00024365,0,0.000291213,0,0.0003181,0,,A (inferred from geology),,,,,,
SNTG,ESANATOGLIA,43.255,12.94057,seismic,INGV,B (inferred from geology),0.000166145,0,0.000529346,0,0.000422114,0,0.000329812,0,,B (inferred from geology),,,,,,
CERA,FILIGNANO,41.5978,14.0183,seismic,INGV,A (inferred from geology),0.000161089,0,0.000206939,0,0.000375991,0,0.000448192,0,,A (inferred from geology),,,,,,
RSL,ROSELEND,45.688207,6.624517,seismic,INGV,A (inferred from topography),0.000158886,0,0.000346164,0,0.000454889,0,0.000343905,0,,A (inferred from topography),,,,,,
OGDI,DIGNE LES BAINS,44.1093,6.2253,seismic,INGV,B (inferred from geology),0.000154603,0,0.000383389,0,0.000447759,0,0.000384782,0,,B (inferred from geology),,,,,,
OGIM,SAINT ISMIER   38397   IS RE   AUVERGNE RH NE ALPES   FRANCE,45.241854,5.821626,seismic,INGV,B,0.000137873,0,0.000384762,0,0.000391468,0,0.000484926,0,599,B,,,,,,
POFI,POSTA FIBRENO,41.71743,13.71202,seismic,INGV,A,0.000128703,0,0.000145349,0,0.0002505,0,0.000328735,0,1280,A,,,,,,
ISO,ISOLA,44.184,7.05,seismic,INGV,,0.000125811,0,0.000271673,0,0.000260072,0,0.000304687,0,,,,,,,,
OGSI,LES TINES SIXT (74),46.0567,6.75611,seismic,INGV,A,0.000120469,0,0.000261324,0,0.000285625,0,0.000404156,0,1500,A,,,,,,
OGGM,BARRAGE DE GRAND MAISON,45.205717,6.116735,seismic,INGV,A (inferred from geology),8.78E-05,0,0.00014224,0,0.000250744,0,0.000306842,0,,A (inferred from geology),,,,,,
OG02,74185  MONNETIER MORNEX,46.154234,6.220211,seismic,INGV,A (inferred from topography),8.47E-05,0,0.000260938,0,0.000278188,0,0.000220127,0,,A (inferred from topography),,,,,,
UTM:(32T 064 496 10000),,44.8237,10.8342,macroseismic,Stations_USGS,,0.151767,0.8059,0.317592,1.0131,,,0.118161,1.0822,194.13,inferred,6,0.3,0.875,10.9936,1.4737,0.025196
UTM:(32T 070 496 10000),,44.8089,11.5924,macroseismic,Stations_USGS,,0.088373,0.8059,0.194486,1.0131,,,0.057146,1.0822,187.47,inferred,5.1,0.3,0.875,5.706,1.4737,0.01249
UTM:(32T 063 504 10000),,45.5454,10.7294,macroseismic,Stations_USGS,,0.079491,0.8059,0.197034,1.0131,,,0.086762,1.0822,465.83,inferred,5.4,0.3,0.875,7.1001,1.4737,0.01921
UTM:(32T 064 500 10000),,45.1835,10.8457,macroseismic,Stations_USGS,,0.074138,0.8059,0.173317,1.0131,,,0.056584,1.0822,199.16,inferred,5,0.3,0.875,5.305,1.4737,0.012507
UTM:(32T 065 494 10000),,44.6416,10.9545,macroseismic,Stations_USGS,,0.070057,0.8059,0.155181,1.0131,,,0.046309,1.0822,224.23,inferred,4.8,0.3,0.875,4.5856,1.4737,0.010244
UTM:(32T 071 502 10000),,45.3455,11.7445,macroseismic,Stations_USGS,,0.058726,0.8059,0.12364,1.0131,,,0.051598,1.0822,370.68,inferred,4.8,0.3,0.875,4.5856,1.4737,0.011564
UTM:(32T 069 501 10000),,45.2614,11.4855,macroseismic,Stations_USGS,,0.057269,0.8059,0.107,1.0131,,,0.03759,1.0822,193.24,inferred,4.6,0.3,0.875,3.9637,1.4737,0.008302
UTM:(32T 071 499 10000),,45.0757,11.7316,macroseismic,Stations_USGS,,0.05429,0.8059,0.094437,1.0131,,,0.03194,1.0822,201.14,inferred,4.5,0.3,0.875,3.6852,1.4737,0.006714
UTM:(32T 060 496 10000),,44.8306,10.3284,macroseismic,Stations_USGS,,0.053656,0.8059,0.104064,1.0131,,,0.048486,1.0822,244.91,inferred,4.7,0.3,0.875,4.2633,1.4737,0.010921
FNVD,,44.1678,11.1229,seismic,Stations_USGS,,0.053468,0,0.027944,0,,,0.009453,0,547.38,inferred,3.6,0.63,0,1.0506,0,0.003667
UTM:(32T 072 490 10000),,44.2634,11.8189,macroseismic,Stations_USGS,,0.051227,0.8059,0.098036,1.0131,,,0.049882,1.0822,424.84,inferred,4.7,0.3,0.875,4.2633,1.4737,0.011274
UTM:(32T 068 493 10000),,44.5446,11.3289,macroseismic,Stations_USGS,,0.046736,0.8059,0.065803,1.0131,,,0.019356,1.0822,227.97,inferred,4.2,0.3,0.875,2.5595,1.4737,0.003485
UTM:(32T 072 502 10000),,45.3423,11.872,macroseismic,Stations_USGS,,0.044552,0.8059,0.069216,1.0131,,,0.032164,1.0822,209.2,inferred,4.4,0.3,0.875,3.4262,1.4737,0.007006
UTM:(32T 078 488 10000),,44.0627,12.5585,macroseismic,Stations_USGS,,0.044245,0.8059,0.081177,1.0131,,,0.05457,1.0822,231.78,inferred,4.7,0.3,0.875,4.2633,1.4737,0.012468
UTM:(32T 067 492 10000),,44.4571,11.1998,macroseismic,Stations_USGS,,0.044031,0.8059,0.06094,1.0131,,,0.020763,1.0822,525.16,inferred,4.2,0.3,0.875,2.5595,1.4737,0.003873
UTM:(32T 075 492 10000),,44.4333,12.204,macroseismic,Stations_USGS,,0.04135,0.8059,0.062878,1.0131,,,0.035114,1.0822,211.76,inferred,4.4,0.3,0.875,3.4262,1.4737,0.007992
UTM:(32T 071 500 10000),,45.1657,11.7358,macroseismic,Stations_USGS,,0.040888,0.8059,0.052374,1.0131,,,0.018076,1.0822,208.24,inferred,4.1,0.3,0.875,2.1884,1.4737,0.003248
UTM:(32T 068 492 10000),,44.4546,11.3254,macroseismic,Stations_USGS,,0.038693,0.8059,0.046119,1.0131,,,0.015392,1.0822,323.04,inferred,4,0.3,0.875,1.8712,1.4737,0.002635
UTM:(32T 065 492 10000),,44.4617,10.9485,macroseismic,Stations_USGS,,0.037709,0.8059,0.044922,1.0131,,,0.015767,1.0822,558.95,inferred,4,0.3,0.875,1.8712,1.4737,0.002732
UTM:(32T 069 504 10000),,45.5312,11.4974,macroseismic,Stations_USGS,,0.034466,0.8059,0.045264,1.0131,,,0.020655,1.0822,211.65,inferred,4.1,0.3,0.875,2.1884,1.4737,0.003968
UTM:(32T 067 485 10000),,43.8273,11.1764,macroseismic,Stations_USGS,,0.033756,0.8059,0.050073,1.0131,,,0.032777,1.0822,222.53,inferred,4.3,0.3,0.875,2.9936,1.4737,0.007442
UTM:(32T 072 503 10000),,45.4322,11.8765,macroseismic,Stations_USGS,,0.033115,0.8059,0.044298,1.0131,,,0.021066,1.0822,208.68,inferred,4.1,0.3,0.875,2.1884,1.4737,0.004087
UTM:(32T 070 507 10000),,45.7981,11.638,macroseismic,Stations_USGS,,0.031369,0.8059,0.045505,1.0131,,,0.027117,1.0822,874.79,inferred,4.2,0.3,0.875,2.5595,1.4737,0.005782
UTM:(32T 073 507 10000),,45.7886,12.0235,macroseismic,Stations_USGS,,0.029205,0.8059,0.043783,1.0131,,,0.02809,1.0822,325.08,inferred,4.2,0.3,0.875,2.5595,1.4737,0.006096
UTM:(32T 052 490 10000),,44.2978,9.3134,macroseismic,Stations_USGS,,0.026865,0.8059,0.04427,1.0131,,,0.036683,1.0822,760,inferred,4.3,0.3,0.875,2.9936,1.4737,0.008813
UTM:(32T 061 503 10000),,45.4591,10.471,macroseismic,Stations_USGS,,0.026696,0.8059,0.037285,1.0131,,,0.018694,1.0822,383.03,inferred,4,0.3,0.875,1.8712,1.4737,0.003527
UTM:(32T 075 501 10000),,45.2422,12.2492,macroseismic,Stations_USGS,,0.026231,0.8059,0.036933,1.0131,,,0.018857,1.0822,600,inferred,4,0.3,0.875,1.8712,1.4737,0.003574
ROVR,,45.6468,11.0721,seismic,Stations_USGS,,0.02554,0,0.05617,0,,,0.004773,0,738.81,inferred,3.4,0.63,0,0.7384,0,0.000448
MAGA,,45.7753,10.6286,seismic,Stations_USGS,,0.024279,0,0.034079,0,,,0.007765,0,900,inferred,3.4,0.63,0,0.7144,0,0.000592
UTM:(32T 074 505 10000),,45.6053,12.1418,macroseismic,Stations_USGS,,0.02316,0.8059,0.034534,1.0131,,,0.020051,1.0822,219.34,inferred,4,0.3,0.875,1.8712,1.4737,0.003919
UTM:(32T 067 510 10000),,46.0761,11.2632,macroseismic,Stations_USGS,,0.020062,0.8059,0.03196,1.0131,,,0.021522,1.0822,760,inferred,4,0.3,0.875,1.8712,1.4737,0.004358
TEOL,,45.3617,11.6739,seismic,Stations_USGS,,0.019427,0,0.041426,0,,,0.015749,0,821.66,inferred,3.7,0.63,0,1.1844,0,0.001493
UTM:(32T 050 505 10000),,45.6485,9.0642,macroseismic,Stations_USGS,,0.018219,0.8059,0.03209,1.0131,,,0.028286,1.0822,760,inferred,4.1,0.3,0.875,2.1884,1.4737,0.006361
CTI,,46.0482,11.6497,seismic,Stations_USGS,,0.013158,0,0.018869,0,,,0.003329,0,760,inferred,3.2,0.63,0,0.4052,0,0.000301
SALO,,45.6078,10.5255,seismic,Stations_USGS,,0.0117,0,0.01923,0,,,0.009016,0,792.57,inferred,3.6,0.63,0,0.751,0,0.001158
PRMA,,44.7637,10.3131,seismic,Stations_USGS,,0.00609,0,0.012164,0,,,0.009586,0,271.01,inferred,3.6,0.63,0,1.0315,0,0.002917
POLC,,46.0266,12.5005,seismic,Stations_USGS,,0.005549,0,0.015907,0,,,0.003165,0,760,inferred,2.9,0.63,0,0.3177,0,0.00022
BOSI,,46.4952,11.3185,seismic,Stations_USGS,,0.005245,0,0.014628,0,,,0.004563,0,760,inferred,3,0.63,0,0.4164,0,0.000537
PESA,,43.941,12.8402,seismic,Stations_USGS,,0.005107,0,0.009861,0,,,0.004154,0,760,inferred,3.1,0.63,0,0.356,0,0.000684
FSSB,,43.6931,12.7771,seismic,Stations_USGS,,0.004231,0,0.009729,0,,,0.001916,0,760,inferred,2.8,0.63,0,0.281,0,0.000426
CGRP,,45.8807,11.8047,seismic,Stations_USGS,,0.003341,0,0.013066,0,,,0.003179,0,900,inferred,2.9,0.63,0,0.2753,0,0.000944
MAIM,,43.9142,10.4915,seismic,Stations_USGS,,0.003206,0,0.006515,0,,,0.005789,0,614.97,inferred,3.2,0.63,0,0.2613,0,0.00051
MABI,,46.0549,10.514,seismic,Stations_USGS,,0.003148,0,0.003629,0,,,0.000864,0,760,inferred,2.4,0.63,0,0.1436,0,0.000277
KOSI,,46.463,11.3778,seismic,Stations_USGS,,0.002978,0,0.007792,0,,,0.002051,0,760,inferred,2.6,0.63,0,0.202,0,0.000307
MSSA,,44.3162,9.51739,seismic,Stations_USGS,,0.002967,0,0.004266,0,,,0.006874,0,760,inferred,3,0.63,0,0.3411,0,0.000391
MILN,,45.4803,9.2321,seismic,Stations_USGS,,0.002697,0,0.0068,0,,,0.005322,0,760,inferred,2.9,0.63,0,0.3323,0,0.000221
PLMA,,44.0498,9.85071,seismic,Stations_USGS,,0.002664,0,0.007364,0,,,0.003711,0,421.07,inferred,2.6,0.63,0,0.174,0,0.000425
ASQU,,43.7967,11.7893,seismic,Stations_USGS,,0.002527,0,0.004928,0,,,0.006951,0,760,inferred,3.1,0.63,0,0.425,0,0.001163
MOSI,,46.6164,10.5495,seismic,Stations_USGS,,0.002228,0,0.003406,0,,,0.002629,0,760,inferred,2.5,0.63,0,0.1788,0,0.000315
AGOR,,46.2829,12.0472,seismic,Stations_USGS,,0.002205,0,0.009593,0,,,0.00125,0,760,inferred,2.4,0.63,0,0.1057,0,0.000185
CRMI,,43.79,10.97,seismic,Stations_USGS,,0.001802,0,0.004526,0,,,0.00263,0,760,inferred,2.9,0.63,0,0.2203,0,0.00092
PIEI,,43.5357,12.535,seismic,Stations_USGS,,0.001565,0,0.00585,0,,,0.000725,0,760,inferred,2.1,0.63,0,0.1017,0,0.000229
PARC,,43.6486,12.2386,seismic,Stations_USGS,,0.001304,0,0.002088,0,,,0.001979,0,760,inferred,2.4,0.63,0,0.1313,0,0.000481
CSNT,,43.4731,11.2902,seismic,Stations_USGS,,0.001115,0,0.002479,0,,,0.002116,0,760,inferred,2.7,0.63,0,0.2432,0,0.000664
BRMO,,46.476,10.3731,seismic,Stations_USGS,,0.001085,0,0.001985,0,,,0.001179,0,760,inferred,2.1,0.63,0,0.0922,0,0.000117
ATMI,,43.3342,12.268,seismic,Stations_USGS,,0.000857,0,0.003087,0,,,0.000898,0,760,inferred,2.1,0.63,0,0.0723,0,0.000209
ATCA,,43.5659,12.2661,seismic,Stations_USGS,,0.000787,0,0.001329,0,,,0.001031,0,760,inferred,2.3,0.63,0,0.139,0,0.000471
ATVO,,43.3821,12.4066,seismic,Stations_USGS,,0.000476,0,0.001841,0,,,0.000604,0,760,inferred,1.9,0.63,0,0.0657,0,0.000122
FROS,,43.2097,11.1562,seismic,Stations_USGS,,0.000474,0,0.001064,0,,,0.000875,0,760,inferred,2.2,0.63,0,0.0631,0,0.000128
TRIF,,43.1148,10.9026,seismic,Stations_USGS,,0.000313,0,0.000658,0,,,0.00057,0,760,inferred,1.9,0.63,0,0.0662,0,0.000144
UTM:(32T 039 499 10000),,45.1007,7.6655,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,2.4,0.3,,,,
UTM:(32T 048 505 10000),,45.6484,8.8075,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.3,0.3,,,,
UTM:(32T 048 507 10000),,45.8284,8.8069,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.6,0.3,,,,
UTM:(32T 049 491 10000),,44.3882,8.9372,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.1,0.3,,,,
UTM:(32T 050 503 10000),,45.4685,9.064,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,2.4,0.3,,,,
UTM:(32T 050 504 10000),,45.5585,9.0641,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.4,0.3,,,,
UTM:(32T 050 507 10000),,45.8285,9.0645,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.9,0.3,,,,
UTM:(32T 051 500 10000),,45.1983,9.191,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.6,0.3,,,,
UTM:(32T 051 502 10000),,45.3783,9.1916,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.6,0.3,,,,
UTM:(32T 051 503 10000),,45.4683,9.192,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.6,0.3,,,,
UTM:(32T 051 504 10000),,45.5584,9.1923,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.3,0.3,,,,
UTM:(32T 051 505 10000),,45.6484,9.1926,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.7,0.3,,,,
UTM:(32T 052 502 10000),,45.3781,9.3194,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.9,0.3,,,,
UTM:(32T 052 504 10000),,45.558,9.3204,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.6,0.3,,,,
UTM:(32T 052 505 10000),,45.6481,9.3209,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,2.6,0.3,,,,
UTM:(32T 053 507 10000),,45.8276,9.4506,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,2.9,0.3,,,,
UTM:(32T 055 498 10000),,45.0163,9.6981,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.1,0.3,,,,
UTM:(32T 056 488 10000),,44.1153,9.8124,macroseismic,Stations_USGS,,,,,,,,,,576.49,inferred,3.6,0.3,,,,
UTM:(32T 057 488 10000),,44.1143,9.9373,macroseismic,Stations_USGS,,,,,,,,,,291.15,inferred,3.6,0.3,,,,
UTM:(32T 059 504 10000),,45.552,10.2172,macroseismic,Stations_USGS,,,,,,,,,,271.85,inferred,3.8,0.3,,,,
UTM:(32T 061 484 10000),,43.7491,10.4284,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.2,0.3,,,,
UTM:(32T 062 495 10000),,44.7374,10.5788,macroseismic,Stations_USGS,,,,,,,,,,235.24,inferred,3.8,0.3,,,,
UTM:(32T 063 483 10000),,43.6557,10.6743,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.1,0.3,,,,
UTM:(32T 065 486 10000),,43.9218,10.9308,macroseismic,Stations_USGS,,,,,,,,,,268.87,inferred,2.9,0.3,,,,
UTM:(32T 065 503 10000),,45.4513,10.9823,macroseismic,Stations_USGS,,,,,,,,,,325.85,inferred,3.7,0.3,,,,
UTM:(32T 066 492 10000),,44.4595,11.0741,macroseismic,Stations_USGS,,,,,,,,,,441.26,inferred,3.5,0.3,,,,
UTM:(32T 066 510 10000),,46.0786,11.134,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.3,0.3,,,,
UTM:(32T 067 496 10000),,44.817,11.2134,macroseismic,Stations_USGS,,,,,,,,,,221.52,inferred,3.7,0.3,,,,
UTM:(32T 067 498 10000),,44.9968,11.2203,macroseismic,Stations_USGS,,,,,,,,,,189.77,inferred,,,,,,
UTM:(32T 068 494 10000),,44.6345,11.3325,macroseismic,Stations_USGS,,,,,,,,,,193.75,inferred,3.9,0.3,,,,
UTM:(32T 068 504 10000),,45.5339,11.3695,macroseismic,Stations_USGS,,,,,,,,,,326.49,inferred,3.2,0.3,,,,
UTM:(32T 068 506 10000),,45.7138,11.377,macroseismic,Stations_USGS,,,,,,,,,,334.37,inferred,3.5,0.3,,,,
UTM:(32T 068 523 10000),,47.2424,11.4446,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,2,0.3,,,,
UTM:(32T 069 492 10000),,44.452,11.4509,macroseismic,Stations_USGS,,,,,,,,,,291.62,inferred,3.8,0.3,,,,
UTM:(32T 069 493 10000),,44.5419,11.4547,macroseismic,Stations_USGS,,,,,,,,,,234.79,inferred,3.6,0.3,,,,
UTM:(32T 070 504 10000),,45.5284,11.6254,macroseismic,Stations_USGS,,,,,,,,,,211.45,inferred,3.7,0.3,,,,
UTM:(32T 070 505 10000),,45.6183,11.6296,macroseismic,Stations_USGS,,,,,,,,,,229.48,inferred,2.8,0.3,,,,
UTM:(32T 071 501 10000),,45.2556,11.7402,macroseismic,Stations_USGS,,,,,,,,,,484.8,inferred,3.6,0.3,,,,
UTM:(32T 071 504 10000),,45.5253,11.7532,macroseismic,Stations_USGS,,,,,,,,,,216.35,inferred,3.6,0.3,,,,
UTM:(32T 071 507 10000),,45.795,11.7665,macroseismic,Stations_USGS,,,,,,,,,,373.75,inferred,3,0.3,,,,
UTM:(32T 072 510 10000),,46.0615,11.9091,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,2,0.3,,,,
UTM:(32T 073 481 10000),,43.451,11.9045,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,3.3,0.3,,,,
UTM:(32T 073 501 10000),,45.2492,11.9947,macroseismic,Stations_USGS,,,,,,,,,,180,inferred,3.3,0.3,,,,
UTM:(32T 073 503 10000),,45.429,12.0042,macroseismic,Stations_USGS,,,,,,,,,,216.28,inferred,3.3,0.3,,,,
UTM:(32T 074 490 10000),,44.257,12.0692,macroseismic,Stations_USGS,,,,,,,,,,224.42,inferred,3.9,0.3,,,,
UTM:(32T 074 503 10000),,45.4256,12.1319,macroseismic,Stations_USGS,,,,,,,,,,222.27,inferred,3.9,0.3,,,,
UTM:(32T 074 504 10000),,45.5154,12.1368,macroseismic,Stations_USGS,,,,,,,,,,220.56,inferred,3.9,0.3,,,,
UTM:(32T 074 511 10000),,46.1445,12.1724,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,2.9,0.3,,,,
UTM:(32T 075 489 10000),,44.1637,12.1894,macroseismic,Stations_USGS,,,,,,,,,,266.34,inferred,3.4,0.3,,,,
UTM:(32T 075 506 10000),,45.6916,12.2752,macroseismic,Stations_USGS,,,,,,,,,,227.33,inferred,3.6,0.3,,,,
UTM:(32T 075 508 10000),,45.8713,12.2857,macroseismic,Stations_USGS,,,,,,,,,,348.5,inferred,3.5,0.3,,,,
UTM:(32T 076 503 10000),,45.4183,12.3871,macroseismic,Stations_USGS,,,,,,,,,,600,inferred,3.6,0.3,,,,
UTM:(32T 077 505 10000),,45.594,12.5259,macroseismic,Stations_USGS,,,,,,,,,,182.37,inferred,3.9,0.3,,,,
UTM:(32T 077 507 10000),,45.7737,12.5372,macroseismic,Stations_USGS,,,,,,,,,,206.36,inferred,2.7,0.3,,,,
UTM:(32T 077 510 10000),,46.0433,12.5544,macroseismic,Stations_USGS,,,,,,,,,,760,inferred,2.5,0.3,,,,
