custom_site_id,lon,lat,vs30,vs30measured,z1pt0,z2pt5
s_0,135.5958,34.8573,326.3,FALSE,181.6605128,0.360892713
m_1,135.6015,34.8358,162.6,FALSE,444.4438074,0.77755173
m_2,135.7109,34.8352,367.7,FALSE,140.2416979,0.316380821
s_3,135.5638,35.017,181.3,FALSE,408.4943753,0.6896516
s_4,135.6394,34.7405,383.9,FALSE,126.5941569,0.301700319
m_5,135.4922,34.8363,400.3,FALSE,114.0947756,0.288107927
s_6,135.4683,34.7668,315.6,FALSE,194.0247735,0.374399414
m_7,135.6009,34.7456,150.7,FALSE,467.3121917,0.845479972
s_8,135.5099,34.7255,260.2,FALSE,269.7820782,0.463143414
m_9,135.7117,34.9254,301.4,FALSE,211.5500137,0.393883936
s_10,135.7272,34.7154,373.6,FALSE,135.1152931,0.310879268
s_11,135.2713,34.9515,775.5,FALSE,12.39553562,0.139016062
s_12,135.8047,34.8784,405.4,FALSE,110.461573,0.28411636
s_13,135.3499,34.7463,291.8,FALSE,224.1335482,0.408187914
s_14,135.39,34.9707,775.5,FALSE,12.39553562,0.139016062
s_15,135.5016,35.1637,775.5,FALSE,12.39553562,0.139016062
m_16,135.4916,34.7461,153.4,FALSE,462.1386139,0.829095546
s_17,135.8352,34.6683,446.9,FALSE,84.90339193,0.25518334
m_18,135.3824,34.7465,159.2,FALSE,450.9914676,0.795871353
s_19,135.471,34.5894,160.7,FALSE,448.1035437,0.787688731
s_20,135.8188,34.9962,775.5,FALSE,12.39553562,0.139016062
m_21,135.7101,34.745,775.5,FALSE,12.39553562,0.139016062
m_22,135.8211,34.9247,775.5,FALSE,12.39553562,0.139016062
m_23,135.5996,34.5653,167.4,FALSE,435.1951838,0.753018452
m_24,135.8202,34.8345,420.1,FALSE,100.6219674,0.27318036
s_25,135.9512,34.528,411.5,FALSE,106.2667332,0.279478604
m_26,135.2728,34.6566,600,FALSE,33.08965542,0.184442691
s_27,134.9904,34.533,207.5,FALSE,359.3170507,0.59433346
s_28,135.7191,34.5169,328.9,FALSE,178.7631112,0.35775008
s_29,135.5816,34.4366,428.9,FALSE,95.15832995,0.267010147
s_30,135.8965,34.9718,199.1,FALSE,374.8463885,0.622024656
s_31,136.0587,34.8779,390.2,FALSE,121.6414843,0.296336783
s_32,136.1073,34.6285,414.1,FALSE,104.5274708,0.277545484
s_33,135.3917,34.4402,361.1,FALSE,146.1953542,0.322759204
m_34,135.4911,34.6559,161.4,FALSE,446.7554018,0.783924862
m_35,135.7093,34.6549,396.6,FALSE,116.8043694,0.291071338
s_36,136.2307,34.9043,425.9,FALSE,96.986379,0.269083526
s_37,136.0957,35.1339,250.4,FALSE,285.2342773,0.48315792
s_38,135.6058,34.5577,396.1,FALSE,117.1753632,0.291476263
m_39,135.382,34.6563,600,FALSE,33.08965542,0.184442691
m_40,135.8193,34.7443,305.9,FALSE,205.8566165,0.387503425
m_41,135.6002,34.6554,154,FALSE,460.9873538,0.825536527
m_42,135.2731,34.7468,775.5,FALSE,12.39553562,0.139016062
m_43,135.0546,34.6569,397.5,FALSE,116.1394937,0.290345171
s_44,136.3365,34.6435,641.3,FALSE,25.98875226,0.171396773
m_45,135.1637,34.6568,220.1,FALSE,336.5752691,0.556950812
s_46,135.6883,34.3408,362.8,FALSE,144.6393791,0.321092963
s_47,135.9541,34.3383,775.5,FALSE,12.39553562,0.139016062
s_48,135.9921,34.7732,775.5,FALSE,12.39553562,0.139016062
s_49,135.1777,35.0593,493.7,FALSE,63.25375089,0.228658717
m_50,135.7124,35.0155,457.2,FALSE,79.55277257,0.248855402
s_51,136.0854,35.0051,347.3,FALSE,159.4190478,0.336920516
m_52,135.8185,34.6542,331.8,FALSE,175.5800497,0.354305877
m_53,135.4906,34.5658,269.8,FALSE,255.2319144,0.445016286
s_54,134.9999,34.6444,181.2,FALSE,408.6855531,0.690071036
s_55,135.3966,35.2612,506.4,FALSE,58.44210819,0.22234741
m_56,135.9316,35.0141,172,FALSE,426.3377882,0.730855938
s_57,135.2549,34.3755,215.1,FALSE,345.5136845,0.571234457
s_58,136.4493,34.8569,457.8,FALSE,79.25204007,0.248496004
s_59,134.9999,35.0023,641.3,FALSE,25.98875226,0.171396773
s_60,134.788,35.1482,641.3,FALSE,25.98875226,0.171396773
m_61,135.822,35.0148,775.5,FALSE,12.39553562,0.139016062
