ID_0,NAME_0,FATALITIES,FATALITIES_GROUND_SHAKING,FATALITIES_AVALANCHE,INJURIES,DISPLACED_POPULATION,AFFECTED_POPULATION,AFFECTED_UNITS,DAMAGED_UNITS,COLLAPSED_UNITS,UNIT_TYPES,ECONOMIC_LOSSES,RECONSTRUCTION_COST,INSURED_LOSSES,CURRENCY,INDUCED_EFFECTS,FLAG,REFERENCE,COMMENTS
ITA,Italy,34,5,29,11,,,,,,,18000000,,6000000,USD,,,NOAA,"This series of earthquakes, in combination with a winter storm, appeared to have triggered an avalanche near Farindola that destroyed a hotel killing 29 and injuring 11. "
